,Unnamed: 0,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
208,208,Kid Francescoli,Play Me Again,Moon (And It Went Like),24upABZ8A0sAepfu91sEYr,0.662,0.657,7,-10.002,1,0.0345,0.856,0.102,0.0584,117.986,390639,4,4
366,366,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.7040000000000001,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,4
661,661,John Martyn,Solid Air,May You Never,6ofam9RHTG7UBUa6uO2MjP,0.6729999999999999,0.168,4,-15.333,1,0.0369,0.79,0.11,0.726,124.825,220493,4,4
857,857,Clifford Brown,Clifford Brown And Max Roach,Joy Spring,2oMaXY0yiWhAEWD7SutXh2,0.654,0.334,8,-12.662,1,0.0521,0.7140000000000001,0.114,0.6970000000000001,81.544,410667,4,4
858,858,Freddie Hubbard,Ready For Freddie (Rudy Van Gelder Remaster Edition),Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,4N6JkrGD78eLooaTDmwo9s,0.418,0.227,4,-15.537,0,0.0379,0.8220000000000001,0.0956,0.21,103.586,395560,4,4
863,863,Clark Terry,Clark Terry,Swahili,3XcolyPDfgNsoEUyucOPrL,0.551,0.551,3,-12.876,1,0.0446,0.861,0.105,0.485,120.212,367440,4,4
867,867,Lee Morgan,Candy (Remastered),Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,6MXrGG7nff0FXBQJa5UF9P,0.416,0.201,8,-11.461,1,0.0379,0.8029999999999999,0.107,0.3720000000000001,165.86900000000003,339333,3,4
868,868,Freddie Hubbard,Breaking Point,Mirrors - Remastered 2004,4WU6x0MauVlAkpV6aTX4FM,0.406,0.208,1,-13.767,0,0.0413,0.929,0.181,0.29100000000000004,102.778,368107,4,4
872,872,Herbie Hancock,Fat Albert Rotunda,Tell Me a Bedtime Story,6eimz6jvlZaPwtflDWCTa0,0.398,0.527,4,-16.590999999999998,0,0.0297,0.934,0.119,0.353,118.504,301867,4,4
876,876,Miles Davis,Kind Of Blue (Legacy Edition),Blue in Green,0aWMVrwxPNYkKmFthzmpRi,0.421,0.0161,2,-25.358,0,0.0374,0.0021,0.0978,0.16,110.926,337733,4,4
877,877,McCoy Tyner,Today And Tomorrow,When Sunny Gets Blue,1J9iVCaEriyoMXpj2XszhU,0.4270000000000001,0.114,2,-22.546,0,0.0509,0.863,0.0966,0.114,60.484,282320,4,4
878,878,Wes Montgomery,Wes Montgomery: Finest Hour,A Day In The Life,6f7r5i4xVwePkHDHwwMK75,0.476,0.251,9,-13.854,0,0.0278,0.774,0.0637,0.37,98.833,354973,4,4
881,881,Mal Waldron,All Alone,All Alone,6TAW00MAPvS59yEoIgtOEI,0.4920000000000001,0.205,9,-8.488,0,0.0577,0.893,0.122,0.109,128.315,310055,4,4
888,888,Art Tatum,Piano Starts Here,Tea for Two,0Otf1ZfYNIjhqFIuJk0fsy,0.358,0.452,1,-13.02,1,0.0347,0.8640000000000001,0.14,0.525,166.97299999999996,193867,4,4
889,889,Lester Young,The Collection,These Foolish Things (Remastered),0ldmR2mJJNEoBIINfZWdv6,0.593,0.103,10,-14.961,1,0.081,0.6,0.12,0.443,66.283,190933,4,4
891,891,Wayne Shorter,Speak No Evil,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,0IffIW3eyCx9aZ36IqOu5o,0.34,0.0837,3,-12.072,1,0.042,0.7609999999999999,0.0945,0.119,138.689,414240,3,4
896,896,Chet Baker,The Very Best Of Chet Baker,If You Could See Me Now,2QZtOFPATNgKpUJiGUARZk,0.511,0.031,3,-19.636,1,0.0388,0.898,0.139,0.179,112.911,318413,4,4
899,899,Freddie Hubbard,The Artistry Of Freddie Hubbard / The Body And The Soul,Dedicated To You,0IxLWzmafWC5VTnpnvykJq,0.38,0.16399999999999998,7,-14.69,0,0.0452,0.955,0.125,0.0871,79.03,202640,4,4
900,900,Bill Evans,Everybody Digs Bill Evans,Young And Foolish,1WygPWqmNs4s2fxtjmtI3O,0.438,0.0172,9,-23.66,1,0.0384,0.557,0.0815,0.136,100.989,354667,4,4
901,901,Sonny Rollins,Alfie,"He's Younger Than You Are - From ""Alfie"" Score",11vaRXRIFXJTRr3BuzNbk5,0.417,0.11,5,-16.504,0,0.0405,0.721,0.174,0.22,57.312,313440,4,4
902,902,Art Tatum,The Complete Capitol Recordings Of Art Tatum,Blue Skies,0ADAFZE0bYIuaIyPNFl3LE,0.443,0.0711,1,-20.146,1,0.0486,0.894,0.101,0.596,175.02,172293,4,4
907,907,The Dave Brubeck Quartet,Time Out,Strange Meadow Lark,0ivpUENLpheuPoa6VuY1ax,0.53,0.14300000000000002,8,-17.471,1,0.0423,0.4970000000000001,0.278,0.119,125.464,442227,4,4
910,910,Oscar Peterson,Plays the Harold Arlen Song Book,Stormy Weather,6ffJxrVKkPVW4hiRoiteB2,0.652,0.171,7,-16.1,1,0.0569,0.8640000000000001,0.158,0.562,118.883,213387,4,4
